sample_id,before_curve_type,after_curve_type,before_query_type,after_query_type,query_type_changed,before_reasoning_success,after_reasoning_success,reasoning_transition,before_final_answer_correct,after_final_answer_correct,correctness_transition,before_failure_reason,after_failure_reason,before_reasoning_failure_reason,after_reasoning_failure_reason,before_num_steps,after_num_steps,num_steps_delta,before_first_model,after_first_model,before_last_model,after_last_model,before_model_sequence_len,after_model_sequence_len,model_sequence_changed,model_sequence_lcp,new_model_ids_after,removed_model_ids_after,after_repeated_model_loop,expected_answer,before_predicted_answer,after_predicted_answer,query,facts,before_model_sequence,after_model_sequence
3522,Hyperbola,Hyperbola,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,21,21,21,21,1,1,False,1,,,False,sqrt(3),Expression 'b/a' not found,Expression 'b/a' not found,b/a,"C: Hyperbola;b: Number;a: Number;G: Circle;a>0;b>0;Expression(C) = (-y^2/b^2 + x^2/a^2 = 1);Expression(G) = (y^2 + (x - 2)^2 = 4);Length(InterceptChord(OneOf(Asymptote(C)),G))=2",21,21
3524,Other,Other,Value,Value,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,42,42,56,56,15,15,False,15,,,True,1/3,Cos not found,Cos not found,"Cos(AngleOf(F1, P, F2))","C1: Curve;C2: Curve;F1: Point;P: Point;F2: Point;Expression(C1)= (x^2/6 + y^2/2 = 1);Expression(C2)=( x^2/3 - y^2 = 1);Focus(C1)={F1,F2};OneOf(Intersection(C1,C2))=P",42 42 42 56 56 56 56 56 56 56 56 56 56 56 56,42 42 42 56 56 56 56 56 56 56 56 56 56 56 56
3528,Parabola,Parabola,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,63,63,62,62,15,15,False,15,,,False,"{2, 6}",p,p,p,"C: Parabola;p: Number;A: Point;B: Point;F: Point;p>0;Expression(C) = (y^2 = 2*(p*x));Coordinate(A) = (0, sqrt(3));Focus(C) = F;PointOnCurve(B, C);IsPerpendicular(LineSegmentOf(A, B), LineSegmentOf(A, F));Abs(LineSegmentOf(B, F)) = 4",63 63 63 63 63 63 63 63 62 62 62 62 62 62 62,63 63 63 63 63 63 63 63 62 62 62 62 62 62 62
3576,Parabola,Parabola,Value,Value,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,42,42,62,62,15,15,False,15,,,True,pi/2,AngleOf not found,Angle not found,"AngleOf(M, O, N)","E: Point;Coordinate(E) = (2, 2);C: Parabola;Expression(C) = (y^2 = 2*p*x);p: Number;H: Point;Coordinate(H) = (2, 0);l: Line;PointOnCurve(H, l) = True;Intersection(l, C) = {A, B};A: Point;B: Point;Negation(A = E);Negation(B = E);G: Line;Expression(G) = (x = -2);Intersection(LineOf(E, A), G) = M;M: Point;Intersection(LineOf(E, B), G) = N;N: Point;O: Origin",42 42 43 43 62 62 62 62 62 62 62 62 62 62 62,42 42 43 43 62 62 62 62 62 62 62 62 62 62 62
3748,Parabola,Parabola,Equation,Equation,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,29,29,62,62,15,15,False,15,,,False,x=3,Equation(LineOf) not found,Equation(LineOf) not found,"Expression(LineOf(A,B))","G: Parabola;A: Point;B: Point;Expression(G) = (y^2 = 8*x);PointOnCurve(A, G);PointOnCurve(B, G);Distance(MidPoint(LineSegmentOf(A,B)),Directrix(G))=5",29 29 29 29 29 29 29 29 62 62 62 62 62 62 62,29 29 29 29 29 29 29 29 62 62 62 62 62 62 62
3783,Parabola,Parabola,Value,Value,False,False,True,failure->success,False,True,wrong->correct,max_steps,none,max_steps,none,15,15,0,62,62,62,62,15,15,False,15,,,True,4*sqrt(2),"Abs(LineSegmentOf(A, B)) not found",4*sqrt(2),"Abs(LineSegmentOf(A, B))","G: Parabola;B: Point;A: Point;M: Point;Expression(G) = (x^2 = 4*y);Coordinate(M) = (2, 2);PointOnCurve(A, G);PointOnCurve(B, G);MidPoint(LineSegmentOf(A,B)) = M",62 62 62 62 62 62 62 62 62 62 62 62 62 62 62,62 62 62 62 62 62 62 62 62 62 62 62 62 62 62
3829,Hyperbola,Hyperbola,Eccentricity,Eccentricity,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,13,13,13,13,1,1,False,1,,,False,2,sqrt(1+b^2/a^2),sqrt(1+b^2/a^2),Eccentricity(G),"G: Hyperbola;b: Number;a: Number;B: Point;A: Point;F: Point;a>0;b>0;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);RightFocus(G) = F;RightVertex(G)=A;OneOf(Endpoint(ImageinaryAxis(G)))=B;Distance(F,LineOf(A,B)) = b/2",13,13
3834,Parabola,Parabola,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,78,78,62,62,15,15,False,15,,,False,(x-3)^2+(y-2)^2=16,Expression(G) = (y^2 = 4*x),Expression(G) = (y^2 = 4*x),Expression(H),"G: Parabola;Expression(G) = (y^2 = 4*x);l: Line;Slope(l) = 1;PointOnCurve(Focus(G), l);A: Point;B: Point;Intersection(l, G) = {A, B};H: Circle;IsDiameter(LineSegmentOf(A, B), H)",78 78 78 42 42 42 42 42 43 43 62 62 62 62 62,78 78 78 42 42 42 42 42 43 43 62 62 62 62 62
3858,Parabola,Parabola,Value,Value,False,False,True,failure->success,False,True,wrong->correct,max_steps,none,max_steps,none,15,15,0,2,2,29,29,15,15,False,15,,,True,6,Min not found,6,"Min(Abs(LineSegmentOf(P, A)) + Abs(LineSegmentOf(P, F)))","G: Parabola;A: Point;P: Point;F: Point;Expression(G) = (x^2 = 4*y);Coordinate(A) = (-1, 5);Focus(G) = F;PointOnCurve(P, G)",2 29 29 29 29 29 29 29 29 29 29 29 29 29 29,2 29 29 29 29 29 29 29 29 29 29 29 29 29 29
3906,Ellipse,Ellipse,Area,Area,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,56,56,13,13,15,15,False,15,,,False,1,6.28318,6.28318,"Area(TriangleOf(F1, P, F2))","G: Ellipse;Expression(G) = (x^2/4 + y^2 = 1);F1: Point;F2: Point;LeftFocus(G) = F1;RightFocus(G) = F2;P: Point;PointOnCurve(P, G) = True;LineSegmentOf(P, F1)*LineSegmentOf(P, F2) = 0",56 56 56 56 56 56 56 56 13 13 13 13 13 13 13,56 56 56 56 56 56 56 56 13 13 13 13 13 13 13
4119,Parabola,Parabola,Value,Value,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,2,2,29,29,15,15,False,15,,,True,1/3,"Expression 'Abs(LineSegmentOf(A, F))/Abs(LineSegmentOf(B, F))' not found","Expression 'Abs(LineSegmentOf(A, F))/Abs(LineSegmentOf(B, F))' not found","Abs(LineSegmentOf(A, F))/Abs(LineSegmentOf(B, F))","l: Line;G: Parabola;p: Number;A: Point;F: Point;B: Point;p>0;Expression(G) = (y^2 = 2*p*x);Focus(G) = F;PointOnCurve(F, l);Inclination(l) = ApplyUnit(120, degree);Intersection(l, G) = {A, B};Quadrant(A)=1;Quadrant(B)=4",2 29 29 29 29 29 29 29 29 29 29 29 29 29 29,2 29 29 29 29 29 29 29 29 29 29 29 29 29 29
4167,Hyperbola,Hyperbola,Range,Range,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,21,21,21,21,1,1,False,1,,,False,"(1,sqrt(6)/2)",Range(e) not found,Range(e) not found,Range(e),"C: Hyperbola;P: Point;A: Point;B: Point;a: Number;b: Number;a>0;b>0;e: Number;Expression(C) = (x^2/a^2 - y^2/b^2 = 1);Coordinate(A) = (a, 0);Coordinate(B) = (2*a, 0);PointOnCurve(P,RightPart(C));Negation(P=A);VectorOf(P, A)^2 + VectorOf(P, B)^2 = a^2;Eccentricity(C) = e",21,21
4217,Ellipse,Ellipse,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,13,13,13,13,1,1,False,1,,,False,7,Min not found,Min not found,"Min(Abs(LineSegmentOf(P, M)) + Abs(LineSegmentOf(P, N)))","G: Ellipse;H1: Circle;H2: Circle;P: Point;M: Point;N: Point;Expression(G) = (x^2/25 + y^2/16 = 1);Expression(H1) = (y^2 + (x + 3)^2 = 1);Expression(H2) = (y^2 + (x - 3)^2 = 4);PointOnCurve(P, G);PointOnCurve(M, H1);PointOnCurve(N, H2)",13,13
4253,Hyperbola,Hyperbola,Equation,Equation,False,False,False,failure->failure,False,False,wrong->wrong,no_model,no_model,no_model,no_model,0,0,0,none,none,none,none,0,0,False,0,,,False,y^2/4-x^2/5=1,,,Expression(G),"G: Hyperbola;Coordinate(OneOf(Vertex(G))) = (0, 2);FocalLength(G) = 6",,
4416,Ellipse,Ellipse,Eccentricity,Eccentricity,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,13,13,13,13,1,1,False,1,,,False,"[sqrt(3)/2, 1)",Range(Eccentricity(G)) not found,Range(Eccentricity(G)) not found,Range(Eccentricity(G)),"G: Ellipse;Expression(G) = (y^2/b^2 + x^2/a^2 = 1);b: Number;a: Number;a > b;b > 0;F1: Point;F2: Point;LeftFocus(G) = F1;RightFocus(G) = F2;P: Point;PointOnCurve(P, G) ;AngleOf(F1, P, F2) = 2*pi/3",13,13
4458,Parabola,Parabola,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,78,78,62,62,15,15,False,15,,,False,y^2 = 4*x,y^2=2*p*x,y^2=2*p*x,Expression(G),"l: Line;G: Parabola;p: Number;H: Line;A: Point;F: Point;M: Point;B: Point;p>0;Expression(G) = (y^2 = 2*(p*x));Expression(H) = (x = -p/2);Focus(G) = F;PointOnCurve(F, l);Intersection(l, G) = {A, B};Intersection(l, H) = M;VectorOf(A, F) = VectorOf(F, M) ;Abs(LineSegmentOf(A, B)) = 16/3",78 78 78 42 42 42 42 42 43 43 62 62 62 62 62,78 78 78 42 42 42 42 42 43 43 62 62 62 62 62
4475,Hyperbola,Hyperbola,Eccentricity,Eccentricity,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,21,21,21,21,1,1,False,1,,,False,sqrt(5),sqrt(m^2/n^2+1),sqrt(m^2/n^2+1),Eccentricity(C2),C1: Hyperbola;Expression(C1) = (x^2/a^2 - y^2/b^2 = 1);a: Number;b: Number;a>0;b>0;C2: Hyperbola;Expression(C2) = (y^2/m^2 - x^2/n^2 = 1);m: Number;n: Number;m>0;n>0;Asymptote(C1) = Asymptote(C2);Eccentricity(C1) = sqrt(5)/2,21,21
4481,Ellipse,Ellipse,Eccentricity,Eccentricity,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,13,13,13,13,1,1,False,1,,,False,(sqrt(5)-1)/2,sqrt(1-b^2/a^2),sqrt(1-b^2/a^2),Eccentricity(C),"l: Line;C: Ellipse;G: Circle;A: Point;B: Point;F: Point;O:Origin;a > b;b > 0;Expression(C) = (y^2/b^2 + x^2/a^2 = 1);OneOf(Focus(C)) = F;PointOnCurve(F, l);IsPerpendicular(l,xAxis);Intersection(l, C) = {A, B};IsDiameter(LineSegmentOf(A, B), G);PointOnCurve(O, G);a:Number;b:Number",13,13
4498,Hyperbola,Hyperbola,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,21,21,21,21,1,1,False,1,,,False,y=pm*(sqrt(3)/3)*x,y=x*sqrt(1/(e^2-1)),y=x*sqrt(1/(e^2-1)),Expression(Asymptote(G)),G: Hyperbola;m: Number;Expression(G) = (y^2/16 - x^2/m = 1);Eccentricity(G) = e;e = 2;e:Number,21,21
4548,Hyperbola,Hyperbola,Eccentricity,Eccentricity,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,1,1,1,1,1,1,False,1,,,False,sqrt(85)/5,sqrt(1+b^2/a^2),sqrt(1+b^2/a^2),Eccentricity(C),"C: Hyperbola;b: Number;a: Number;G: Line;P: Point;F: Point;Q: Point;O:Origin;a>0;b>0;Expression(C) = (-y^2/b^2 + x^2/a^2 = 1);PointOnCurve(O,G);Intersection(G, C) = {P, Q};Negation(P=Q);OneOf(Focus(C)) = F;Tan(AngleOf(P, F, Q)) = 4/3;Abs(LineSegmentOf(Q, F)) = 3*Abs(LineSegmentOf(P, F))",1,1
4551,Parabola,Parabola,Coordinate,Coordinate,False,True,True,success->success,True,True,correct->correct,none,none,none,none,15,15,0,53,53,53,53,15,15,False,15,,,True,"(7/4, pm*sqrt(7)/2)","(7/4, pm*sqrt(7)/2)","(7/4, pm*sqrt(7)/2)",Coordinate(P),"G: Parabola;P: Point;Expression(G) = (y^2 = x);PointOnCurve(P, G);Distance(P, Focus(G)) = 2",53 53 53 53 53 53 53 53 53 53 53 53 53 53 53,53 53 53 53 53 53 53 53 53 53 53 53 53 53 53
4606,Parabola,Parabola,Value,Value,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,29,29,62,62,15,15,False,15,,,False,16/5,Min not found,Min not found,Min(d1 + d2),"G: Parabola;Expression(G) = (y^2 = 8*x);P: Point;PointOnCurve(P, G);d1: Number;d2: Number;H: Line;Expression(H) = (4*x + 3*y + 8 = 0);Distance(P, Directrix(G)) = d1;Distance(P, H) = d2",29 29 29 29 29 29 29 29 62 62 62 62 62 62 62,29 29 29 29 29 29 29 29 62 62 62 62 62 62 62
4616,Hyperbola,Hyperbola,Area,Area,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,1,1,1,1,1,1,False,1,,,False,64*pi,Area not found,Area not found,Area(H),"G: Hyperbola;H: Circle;O: Origin;N: Point;F1: Point;P: Point;M: Point;F2: Point;lambda:Number;lambda>0;mu:Number;Expression(G) = (x^2/16 - y^2/8 = 1);PointOnCurve(P, RightPart(G));LeftFocus(G) = F1;RightFocus(G) = F2;VectorOf(F1, P) = lambda*VectorOf(P, M);VectorOf(P,N)=mu*(VectorOf(P,M)/Abs(VectorOf(P,M))+VectorOf(P,F2)/Abs(VectorOf(P,F2)));Abs(VectorOf(P, F2)) = 4;DotProduct(VectorOf(P,N),VectorOf(F2,N))=0;Center(H)=O;Radius(H)=LineSegmentOf(O,N)",1,1
4646,Ellipse,Ellipse,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,0,0,63,63,15,15,False,15,,,False,"{x^2/16+y^2/12=1, y^2/16+x^2/12=1}",No equation found,No equation found,Expression(G),G: Ellipse;O: Origin;Center(G) = O;SymmetryAxis(G) = axis;Eccentricity(G) = 1/2;MajorAxis(G) = 8,0 0 0 0 0 0 0 14 63 63 63 63 63 63 63,0 0 0 0 0 0 0 14 63 63 63 63 63 63 63
4681,Hyperbola,Hyperbola,Eccentricity,Eccentricity,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,1,1,1,1,1,1,False,1,,,False,sqrt(3),sqrt(1+b^2/a^2),sqrt(1+b^2/a^2),Eccentricity(G),"G: Hyperbola;b: Number;a: Number;O: Origin;A: Point;F: Point;a>0;b>0;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);RightFocus(G) = F;Quadrant(A) = 1;PointOnCurve(A, G);DotProduct(VectorOf(O, A), VectorOf(O, F)) = Abs(VectorOf(O, F))^2;Expression(LineOf(O,A)) = (y = x*(2*sqrt(3)/3))",1,1
4682,Hyperbola,Hyperbola,Eccentricity,Eccentricity,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,1,1,1,1,1,1,False,1,,,False,2,sqrt(1+b^2/a^2),sqrt(1+b^2/a^2),Eccentricity(G),"G: Hyperbola;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);b: Number;a: Number;F: Point;LeftFocus(G) = F;O: Circle;Expression(O) = (x^2 + y^2 = a^2);L1: Line;L2: Line;TangentOfPoint(F, O) = {L1, L2};A: Point;C: Point;B: Point;TangentPoint(L1, O) = A;TangentPoint(L2, O) = B;LeftVertex(G) = C;AngleOf(A, C, B) = ApplyUnit(120, degree)",1,1
4732,Ellipse,Ellipse,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,53,53,62,62,15,15,False,15,,,False,x^2/25+ y^2/9=1,No equation found,No equation found,Expression(G),"G: Ellipse;F1: Point;F2: Point;Coordinate(F1) = (4, 0);Coordinate(F2) = (-4, 0);Focus(G)={F1,F2};M:Point;PointOnCurve(M,G);Distance(M,F1)+Distance(M,F2)=10",53 63 63 63 63 63 63 62 62 62 62 62 62 62 62,53 63 63 63 63 63 63 62 62 62 62 62 62 62 62
4816,Hyperbola,Hyperbola,Length,Length,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,1,1,1,1,1,1,False,1,,,False,"(sqrt(2), +oo)",Range(HalfFocalLength(G)) not found,Range(HalfFocalLength(G)) not found,Range(HalfFocalLength(G)),"G: Hyperbola;k: Real;Expression(G) = (-x^2/(k - 2) + y^2/k = 1);PointOnCurve(Focus(G), yAxis)",1,1
4868,Parabola,Parabola,Value,Value,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,29,29,29,29,15,15,False,15,,,True,2*sqrt(5)-1,Min not found,Min not found,"Min(Abs(LineSegmentOf(P, Q)))","C: Parabola;p: Number;G: Circle;H: Point;P: Point;Q: Point;p>0;Expression(C) = (y^2 = 2*(p*x));Expression(G) = (y^2 + (x - 6)^2 = 1);Coordinate(H) = (5, t);PointOnCurve(H, C);PointOnCurve(P,C);PointOnCurve(Q,G);Distance(H, Focus(C)) = 6;t:Number",29 29 29 29 29 29 29 29 29 29 29 29 29 29 29,29 29 29 29 29 29 29 29 29 29 29 29 29 29 29
4876,Hyperbola,Hyperbola,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,1,1,1,1,1,1,False,1,,,False,sqrt(5),e: Number,e: Number,e,"C: Hyperbola;b: Number;a: Number;H: Circle;P: Point;F1:Point;F2: Point;G: Point;e: Number;a>0;b>0;Expression(C) = (-y^2/b^2 + x^2/a^2 = 1);Expression(H) = (x^2 + y^2 = b^2);LeftFocus(C) =F1;RightFocus(C)=F2;PointOnCurve(P,RightPart(C));TangentPoint(LineSegmentOf(P,F2),H)=G;MidPoint(LineSegmentOf(P, F2)) = G;Eccentricity(G) = e",1,1
4915,Ellipse,Ellipse,Value,Value,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,0,0,56,56,15,15,False,15,,,True,6,Perimeter not found,Perimeter not found,"Perimeter(TriangleOf(A, B, F2))","G: Ellipse;H: Line;A: Point;B: Point;F2: Point;F1: Point;e:Number;Length(MinorAxis(G))=sqrt(5);Eccentricity(G)=e;e=2/3;Focus(G) = {F1, F2};PointOnCurve(F1, H);Intersection(H, G) = {A, B}",0 0 0 0 56 56 56 56 56 56 56 56 56 56 56,0 0 0 0 56 56 56 56 56 56 56 56 56 56 56
4925,Ellipse,Ellipse,Eccentricity,Eccentricity,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,0,0,0,0,15,15,False,15,,,True,sqrt(5)/5,Eccentricity not found,Eccentricity not found,Eccentricity(E),"E: Ellipse;l: Line;Expression(l) = (2*x - y + 2 = 0);F1: Point;F1 = LeftFocus(E);B: Point;B = OneOf(Vertex(E));PointOnCurve(F1, l);PointOnCurve(B, l)",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4970,Ellipse,Ellipse,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,13,13,13,13,1,1,False,1,,,False,2,k: Number,k: Number,k,"G: Ellipse;k: Number;H: Line;A: Point;B: Point;F2: Point;F1: Point;Expression(G) = (x^2/(k + 2) + y^2/(k + 1) = 1);LeftFocus(G) = F1;RightFocus(G) = F2;PointOnCurve(F1, H);Intersection(H, G) = {A, B};Perimeter(TriangleOf(A, B, F2)) = 8",13,13
4974,Ellipse,Ellipse,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,13,13,13,13,1,1,False,1,,,False,2,Max not found,Max not found,Max(b),"C: Ellipse;A: Point;B: Point;P: Point;b:Real;b>0;b<5;Coordinate(A) = (-4, 0);Coordinate(B) = (-1, 0);Expression(C) = (x^2/25 + y^2/b^2 = 1);PointOnCurve(P,C);Abs(LineSegmentOf(P,A))=2*Abs(LineSegmentOf(P,B))",13,13
5021,Ellipse,Ellipse,Distance,Distance,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,6,6,0,62,62,13,13,6,6,False,6,,,True,sqrt(2),Min not found,Min not found,"Min(Distance(G, H))","G: Ellipse;H: Line;Expression(G) = And((x^2/9 + y^2/4 = 1), (x >= 0), (y >= 0));Expression(H) = (x - y - 5 = 0)",62 62 62 62 62 13,62 62 62 62 62 13
5035,Hyperbola,Hyperbola,Eccentricity,Eccentricity,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,24,24,24,24,15,15,False,15,,,True,2*sqrt(3)/3,sqrt(a^2/b^2+1),sqrt(a^2/b^2+1),Eccentricity(E),"E: Hyperbola;a: Number;b: Number;C: Circle;a>0;b>0;Expression(E) = (-x^2/b^2 + y^2/a^2 = 1);Expression(C) = (-16*y + x^2 + y^2 + 48 = 0);IsTangent(C, Asymptote(E))",24 24 24 24 24 24 24 24 24 24 24 24 24 24 24,24 24 24 24 24 24 24 24 24 24 24 24 24 24 24
5080,Ellipse,Ellipse,Value,Value,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,56,56,13,13,15,15,False,15,,,False,16,Perimeter not found,Perimeter not found,"Perimeter(TriangleOf(A, B, F2))","G: Ellipse;Expression(G) = (x^2/16 + y^2/7 = 1);F2: Point;F1: Point;LeftFocus(G) = F1;RightFocus(G) = F2;H: Line;A: Point;B: Point;PointOnCurve(F1, H);Intersection(H, G) = {A,B}",56 56 56 56 56 56 56 56 13 13 13 13 13 13 13,56 56 56 56 56 56 56 56 13 13 13 13 13 13 13
5157,Ellipse,Ellipse,Range,Range,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,13,13,13,13,15,15,False,15,,,True,"{(-2,3/2)+(-3/2,-1)}","(-2, -3/2)+(-3/2, -1)","(-2, -3/2)+(-3/2, -1)",Range(m),G: Ellipse;m: Real;Expression(G)=(x^2/(m + 2) - y^2/(m + 1) = 1),13 13 13 13 13 13 13 13 13 13 13 13 13 13 13,13 13 13 13 13 13 13 13 13 13 13 13 13 13 13
5232,Other,Other,Area,Area,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,53,53,62,62,15,15,False,15,,,True,sqrt(3),Max not found,Max not found,"Max(Area(TriangleOf(A, B, C)))","A: Point;Coordinate(A) = (-1, 0);B: Point;Coordinate(B) = (1, 0);C: Point;Abs(LineSegmentOf(C, A)) = sqrt(3)*Abs(LineSegmentOf(C, B))",53 62 62 62 62 62 62 62 62 62 62 62 62 62 62,53 62 62 62 62 62 62 62 62 62 62 62 62 62 62
5241,Ellipse,Ellipse,Eccentricity,Eccentricity,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,13,13,13,13,1,1,False,1,,,False,sqrt(6)/3,sqrt(1-b^2/a^2),sqrt(1-b^2/a^2),Eccentricity(G),"H: Line;Expression(H) = (x - y - 4 = 0);G: Ellipse;Expression(G) = (y^2/b^2 + x^2/a^2 = 1);b: Number;a: Number;a > b;b > 0;Intersection(H, G) = {A, B};A: Point;B: Point;XCoordinate(MidPoint(LineSegmentOf(A, B))) = 3",13,13
5294,Hyperbola,Hyperbola,Eccentricity,Eccentricity,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,21,21,21,21,1,1,False,1,,,False,sqrt(5),sqrt(1+b^2/a^2),sqrt(1+b^2/a^2),Eccentricity(C),C: Hyperbola;b: Number;a: Number;G: Line;Expression(C) = (-y^2/b^2 + x^2/a^2 = 1);Expression(G) = (y = 2*x);OneOf(Asymptote(C))=G,21,21
5300,Parabola,Parabola,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,62,54,62,62,15,15,True,0,54,,True,y=x,No equation found,No equation found,Expression(l),"l: Line;C: Parabola;A: Point;B: Point;F: Point;O: Origin;Focus(C)=F;Coordinate(F) = (1, 0);Vertex(C) = O;Intersection(l, C) = {A, B};Coordinate(MidPoint(LineSegmentOf(A, B))) = (2,2)",62 62 62 62 62 62 62 62 62 62 62 62 62 62 62,54 62 62 62 62 62 62 62 62 62 62 62 62 62 62
5332,Hyperbola,Hyperbola,Equation,Equation,False,True,True,success->success,True,True,correct->correct,none,none,none,none,1,1,0,21,21,21,21,1,1,False,1,,,False,y^2=-36*(x-4),y^2=-36*(x-4),y^2=-36*(x-4),Expression(H),G: Hyperbola;H: Parabola;Expression(G) = (x^2/16 - y^2/9 = 1);LeftVertex(G) = Vertex(H);Focus(H) = RightFocus(G),21,21
5336,Hyperbola,Hyperbola,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,1,1,1,1,1,1,False,1,,,False,11/3,"Expression 'Abs(LineSegmentOf(P, F1))/Abs(LineSegmentOf(P, F2))' not found","Expression 'Abs(LineSegmentOf(P, F1))/Abs(LineSegmentOf(P, F2))' not found","Abs(LineSegmentOf(P, F1))/Abs(LineSegmentOf(P, F2))","C: Hyperbola;Expression(C) = (x^2/4 - y^2/3 = 1);F1: Point;F2: Point;Focus(C) = {F1, F2};P: Point;PointOnCurve(P, C);PointOnCurve(MidPoint(LineSegmentOf(P, F1)), yAxis)",1,1
5344,Ellipse,Ellipse,Range,Range,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,65,65,0,0,15,15,False,15,,,True,"{(-4, 1), (2, +oo)&Negation(In(lambda, {-1, 6}))}",Range(lambda) not found,Range(lambda) not found,Range(lambda),G: Ellipse;lambda: Number;Expression(G) = (x^2*(lambda + 4) + y^2*(lambda^2 - 3*lambda + 2) = 1),65 65 0 0 0 0 0 0 0 0 0 0 0 0 0,65 65 0 0 0 0 0 0 0 0 0 0 0 0 0
5360,Parabola,Parabola,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,29,29,62,62,15,15,False,15,,,False,3,p,p,p,"G: Parabola;Expression(G) = (y^2 = 2*(p*x));p: Number;p>0;F: Point;Focus(G) = F;Endpoint(Z) = F;A: Point;Intersection(Z, G) = A;B: Point;Intersection(Z, yAxis) = B;Abs(LineSegmentOf(A, F)) = 2;Abs(LineSegmentOf(B, F)) = 3;Z: Ray",29 29 29 29 29 29 29 29 29 62 62 62 62 62 62,29 29 29 29 29 29 29 29 29 62 62 62 62 62 62
